customer_id,name,email,region,signup_date
CUST000454,Customer 454,customer454@example.com,NA,2025-04-10
CUST000455,Customer 455,customer455@example.com,APAC,2024-11-18
CUST000456,Customer 456,customer456@example.com,NA,2024-11-27
CUST000457,Customer 457,customer457@example.com,MEA,2025-02-17
CUST000458,Customer 458,customer458@example.com,MEA,2024-01-02
CUST000459,Customer 459,customer459@example.com,LATAM,2025-04-18
CUST000460,Customer 460,customer460@example.com,EU,2024-02-25
CUST000461,Customer 461,customer461@example.com,APAC,2025-06-14
CUST000462,Customer 462,customer462@example.com,LATAM,2025-05-25
CUST000463,Customer 463,customer463@example.com,EU,2024-02-22
CUST000464,Customer 464,customer464@example.com,MEA,2024-09-30
CUST000465,Customer 465,customer465@example.com,APAC,2024-05-14
CUST000466,Customer 466,customer466@example.com,LATAM,2025-03-24
CUST000467,Customer 467,customer467@example.com,NA,2024-05-04
CUST000468,Customer 468,customer468@example.com,EU,2024-09-02
CUST000469,Customer 469,customer469@example.com,MEA,2024-11-14
CUST000470,Customer 470,customer470@example.com,MEA,2024-01-15
CUST000471,Customer 471,customer471@example.com,NA,2025-02-21
CUST000472,Customer 472,customer472@example.com,NA,2024-08-18
CUST000473,Customer 473,customer473@example.com,NA,2025-04-17
CUST000474,Customer 474,customer474@example.com,LATAM,2024-06-06
CUST000475,Customer 475,customer475@example.com,MEA,2024-10-25
CUST000476,Customer 476,customer476@example.com,LATAM,2024-10-06
CUST000477,Customer 477,customer477@example.com,LATAM,2025-05-09
CUST000478,Customer 478,customer478@example.com,LATAM,2024-09-06
CUST000479,Customer 479,customer479@example.com,EU,2025-07-18
CUST000480,Customer 480,customer480@example.com,EU,2025-01-27
CUST000481,Customer 481,customer481@example.com,EU,2025-06-04
CUST000482,Customer 482,customer482@example.com,APAC,2024-03-12
CUST000483,Customer 483,customer483@example.com,APAC,2025-02-28
CUST000484,Customer 484,customer484@example.com,APAC,2025-06-03
CUST000485,Customer 485,customer485@example.com,APAC,2024-01-03
CUST000486,Customer 486,customer486@example.com,MEA,2024-11-01
CUST000487,Customer 487,customer487@example.com,LATAM,2025-08-16
CUST000488,Customer 488,customer488@example.com,LATAM,2024-06-01
CUST000489,Customer 489,customer489@example.com,LATAM,2025-07-05
CUST000490,Customer 490,customer490@example.com,APAC,2024-12-19
CUST000491,Customer 491,customer491@example.com,MEA,2025-07-19
CUST000492,Customer 492,customer492@example.com,LATAM,2025-01-21
CUST000493,Customer 493,customer493@example.com,EU,2024-11-25
CUST000494,Customer 494,customer494@example.com,MEA,2024-09-01
CUST000495,Customer 495,customer495@example.com,EU,2025-01-27
CUST000496,Customer 496,customer496@example.com,NA,2025-02-24
CUST000497,Customer 497,customer497@example.com,LATAM,2024-11-21
CUST000498,Customer 498,customer498@example.com,LATAM,2025-01-25
CUST000499,Customer 499,customer499@example.com,LATAM,2024-06-04
CUST000500,Customer 500,customer500@example.com,EU,2024-02-07
